Pre@20	Recall@20	NDCG@20	HR@20	Pre@40	Recall@40	NDCG@40	HR@40	Pre@60	Recall@60	NDCG@60	HR@60	Pre@80	Recall@80	NDCG@80	HR@80	Pre@100	Recall@100	NDCG@100	HR@100	T-time	P-time	AP-time
0.047849822493124	0.15548142798504141	0.22622887477206524	0.5433049768905839	0.0342253332440198	0.22117925293355736	0.2657677894303976	0.6505459173418849	0.02786020497019962	0.2680188461983934	0.2909928188126506	0.7112331703393108	0.02401868845870756	0.3065570074327443	0.31027333252709904	0.752059749480515	0.02125728447987489	0.3373263394811139	0.3253539637090228	0.7822359166718399	289069.57715940475	235.39930200576782	0.007883960814715246
