Pre@20	Recall@20	NDCG@20	HR@20	Pre@40	Recall@40	NDCG@40	HR@40	Pre@60	Recall@60	NDCG@60	HR@60	Pre@80	Recall@80	NDCG@80	HR@80	Pre@100	Recall@100	NDCG@100	HR@100	T-time	P-time	AP-time
0.04806751959272891	0.15622081407503557	0.2262780701512408	0.5446111594882106	0.034400328220240924	0.22195767017957865	0.2659220382718581	0.6519860673854221	0.02794058543774609	0.26860674254974237	0.29085500346314264	0.7121709424606838	0.02405971598901781	0.30685005441613095	0.31002420249379703	0.7527965704330224	0.02132694755174834	0.338131700150036	0.32512696455334544	0.7813316364119445	507988.3710231781	245.61690306663513	0.008226167294079816
