Pre@20	Recall@20	NDCG@20	HR@20	Pre@40	Recall@40	NDCG@40	HR@40	Pre@60	Recall@60	NDCG@60	HR@60	Pre@80	Recall@80	NDCG@80	HR@80	Pre@100	Recall@100	NDCG@100	HR@100	T-time	P-time	AP-time
0.013129998670189859	0.031087107173544796	0.06021866175910419	0.20011778339256664	0.011336176599100531	0.05283958567935113	0.0842625759917339	0.3031782518664846	0.010277234243302775	0.07085232086700714	0.10234692024894862	0.3770208400614774	0.009544016793631399	0.0865973798035264	0.11752226958225113	0.4327969756263086	0.008959136761717133	0.10100876853246037	0.1306029339294353	0.4781055871120451	851820.0538828373	419.95207595825195	0.007977964550205208
