Pre@20	Recall@20	NDCG@20	HR@20	Pre@40	Recall@40	NDCG@40	HR@40	Pre@60	Recall@60	NDCG@60	HR@60	Pre@80	Recall@80	NDCG@80	HR@80	Pre@100	Recall@100	NDCG@100	HR@100	T-time	P-time	AP-time
0.0131271490719832	0.03142684895912261	0.060092045467266465	0.2006497083911421	0.01134092592944499	0.05309862852641056	0.08417745390566327	0.30460305096980966	0.010298447918841205	0.07136144859522899	0.10249388292880653	0.37861661505720146	0.009546153992286465	0.08712752758212258	0.11747437788380656	0.4336138604455483	0.008982693440225453	0.10156615192530544	0.13066144195289858	0.47877049336026345	865855.2030842304	815.3074927330017	0.015488658461084019
